-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                _vllm_fa2_C::varlen_fwd         0.21%       1.291ms        18.64%     116.751ms       1.216ms       1.006ms         0.44%       1.074ms      11.191us           0 B           0 B       2.02 MB      -2.78 MB            96  
std::enable_if<true, void>::type internal::gemvx::ke...         0.00%       0.000us         0.00%       0.000us       0.000us     755.888us         0.33%     755.888us      23.622us           0 B           0 B           0 B           0 B            32  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us     713.968us         0.31%     713.968us      11.156us           0 B           0 B           0 B           0 B            64  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     601.102us         0.26%     601.102us      17.174us           0 B           0 B           0 B           0 B            35  
                                 _C::fused_add_rms_norm         0.20%       1.254ms         0.41%       2.541ms      13.234us     591.565us         0.26%     591.565us       3.081us           0 B           0 B           0 B           0 B           192  
std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::...         0.00%       0.000us         0.00%       0.000us       0.000us     591.565us         0.26%     591.565us       3.081us           0 B           0 B           0 B           0 B           192  
void tensorrt_llm::kernels::cutlass_kernels::finaliz...         0.00%       0.000us         0.00%       0.000us       0.000us     428.613us         0.19%     428.613us       4.465us           0 B           0 B           0 B           0 B            96  
                                   _C::rotary_embedding         0.11%     662.544us         0.20%       1.261ms      13.138us     284.744us         0.12%     284.744us       2.966us           0 B           0 B           0 B           0 B            96  
void vllm::rotary_embedding_kernel<c10::BFloat16, c1...         0.00%       0.000us         0.00%       0.000us       0.000us     284.744us         0.12%     284.744us       2.966us           0 B           0 B           0 B           0 B            96  
void tensorrt_llm::kernels::cutlass_kernels::expandI...         0.00%       0.000us         0.00%       0.000us       0.000us     259.522us         0.11%     259.522us       2.703us           0 B           0 B           0 B           0 B            96  
                                            aten::copy_         0.18%       1.133ms         0.43%       2.710ms      14.336us     213.672us         0.09%     213.672us       1.131us           0 B           0 B           0 B           0 B           189  
                  _C_cache_ops::reshape_and_cache_flash         0.10%     657.359us         0.22%       1.366ms      14.231us     190.881us         0.08%     190.881us       1.988us           0 B           0 B           0 B           0 B            96  
void vllm::reshape_and_cache_flash_kernel<__nv_bfloa...         0.00%       0.000us         0.00%       0.000us       0.000us     190.881us         0.08%     190.881us       1.988us           0 B           0 B           0 B           0 B            96  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us     188.551us         0.08%     188.551us       5.892us           0 B           0 B           0 B           0 B            32  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     165.285us         0.07%     165.285us       1.224us           0 B           0 B           0 B           0 B           135  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     149.606us         0.06%     149.606us       2.338us           0 B           0 B           0 B           0 B            64  
                                   _moe_C::topk_softmax         0.08%     476.577us         0.21%       1.306ms      13.608us     138.370us         0.06%     138.370us       1.441us           0 B           0 B           0 B           0 B            96  
void vllm::moe::topkGating<8, 8, 4, 16, 32, int, __n...         0.00%       0.000us         0.00%       0.000us       0.000us     138.370us         0.06%     138.370us       1.441us           0 B           0 B           0 B           0 B            96  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     104.739us         0.05%     104.739us       1.637us           0 B           0 B           0 B           0 B            64  
void flash::flash_fwd_splitkv_combine_kernel<Flash_f...         0.00%       0.000us         0.00%       0.000us       0.000us     103.491us         0.04%     103.491us       3.234us           0 B           0 B           0 B           0 B            32  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      90.270us         0.04%      90.270us       0.705us           0 B           0 B           0 B           0 B           128  
void tensorrt_llm::kernels::cutlass_kernels::fusedBu...         0.00%       0.000us         0.00%       0.000us       0.000us      79.904us         0.03%      79.904us       1.249us           0 B           0 B           0 B           0 B            64  
                                        cudaEventRecord         0.00%      11.813us         0.00%      11.813us       1.688us      47.809us         0.02%      47.809us       6.830us           0 B           0 B           0 B           0 B             7  
void tensorrt_llm::kernels::cutlass_kernels::fusedBu...         0.00%       0.000us         0.00%       0.000us       0.000us      37.887us         0.02%      37.887us       1.184us           0 B           0 B           0 B           0 B            32  
                                       cuLaunchKernelEx         0.00%      29.637us         0.00%      29.637us       9.879us      32.801us         0.01%      32.801us      10.934us           0 B           0 B           0 B           0 B             3  
                                  Lazy Function Loading         0.05%     338.288us         0.05%     338.288us      33.829us      32.385us         0.01%      32.385us       3.239us           0 B           0 B           0 B           0 B            10  
                                            aten::index         0.02%     118.033us         0.05%     325.935us      54.323us      23.553us         0.01%      31.330us       5.222us           0 B           0 B      26.50 KB      25.00 KB             6  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      21.538us         0.01%      21.538us       1.436us           0 B           0 B           0 B           0 B            15  
                                           aten::argmax         0.01%      42.351us         0.01%      62.430us      20.810us      20.000us         0.01%      20.000us       6.667us           0 B           0 B       1.50 KB       1.50 KB             3  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      20.000us         0.01%      20.000us       6.667us           0 B           0 B           0 B           0 B             3  
                       Runtime Triggered Module Loading        17.88%     111.989ms        17.88%     111.989ms      55.994ms      16.864us         0.01%      16.864us       8.432us           0 B           0 B           0 B           0 B             2  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      16.449us         0.01%      16.449us       5.483us           0 B           0 B           0 B           0 B             3  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      14.945us         0.01%      14.945us       0.598us           0 B           0 B           0 B           0 B            25  
                                           _C::rms_norm         0.00%      30.549us         0.01%      53.823us      17.941us       8.192us         0.00%       8.192us       2.731us           0 B           0 B           0 B           0 B             3  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2>(c10:...         0.00%       0.000us         0.00%       0.000us       0.000us       8.192us         0.00%       8.192us       2.731us           0 B           0 B           0 B           0 B             3  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       7.104us         0.00%       7.104us       2.368us           0 B           0 B           0 B           0 B             3  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       6.688us         0.00%       6.688us       2.229us           0 B           0 B           0 B           0 B             3  
                                              aten::add         0.01%      89.221us         0.03%     170.867us      18.985us       6.625us         0.00%       8.802us       0.978us           0 B           0 B       6.00 KB       6.00 KB             9  
                                 aten::_index_put_impl_         0.01%      53.982us         0.04%     227.317us      75.772us       6.112us         0.00%      15.616us       5.205us           0 B           0 B           0 B      -3.00 KB             3  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.112us         0.00%       6.112us       2.037us           0 B           0 B           0 B           0 B             3  
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       5.728us         0.00%       5.728us       1.909us           0 B           0 B           0 B           0 B             3  
                                           aten::gather         0.00%      26.282us         0.01%      44.726us      22.363us       3.744us         0.00%       3.744us       1.872us           0 B           0 B           0 B           0 B             2  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       3.744us         0.00%       3.744us       1.872us           0 B           0 B           0 B           0 B             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.456us         0.00%       3.456us       1.152us           0 B           0 B           0 B           0 B             3  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.169us         0.00%       3.169us       1.056us           0 B           0 B           0 B           0 B             3  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.104us         0.00%       3.104us       1.035us           0 B           0 B           0 B           0 B             3  
                                              aten::sub         0.01%      44.945us         0.01%      87.297us      29.099us       2.688us         0.00%       3.584us       1.195us           0 B           0 B       1.50 KB       1.50 KB             3  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       2.688us         0.00%       2.688us       0.896us           0 B           0 B           0 B           0 B             3  
                                            aten::fill_         0.01%      57.280us         0.02%     109.280us       6.071us       2.304us         0.00%       2.304us       0.128us           0 B           0 B           0 B           0 B            18  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.304us         0.00%       2.304us       0.768us           0 B           0 B           0 B           0 B             3  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       2.112us         0.00%       2.112us       0.704us           0 B           0 B           0 B           0 B             3  
                                     aten::index_select         0.01%      58.442us         0.02%     140.049us      23.342us       1.600us         0.00%       5.344us       0.891us           0 B           0 B       4.01 MB           0 B             6  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.600us         0.00%       1.600us       1.600us           0 B           0 B           0 B           0 B             1  
                                  cudaStreamIsCapturing         0.00%      23.544us         0.00%      23.544us       0.604us       1.280us         0.00%       1.280us       0.033us           0 B           0 B           0 B           0 B            39  
                 execute_context_1(256)_generation_0(0)        44.95%     281.529ms        57.22%     358.404ms     179.202ms       0.000us         0.00%     213.231ms     106.615ms           0 B          -2 B       4.14 MB    -644.27 MB             2  
                                Activity Buffer Request         0.37%       2.302ms         0.37%       2.302ms       2.302ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                   cudaEventSynchronize         8.91%      55.830ms         8.91%      55.830ms       7.976ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7  
                                            aten::empty         0.60%       3.774ms         0.61%       3.803ms       3.102us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       2.77 GB       2.77 GB          1226  
                                          cudaHostAlloc         0.01%      44.756us         0.01%      44.756us      22.378us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                               aten::to         0.01%      63.464us         0.12%     720.675us       5.260us       0.000us         0.00%      34.595us       0.253us           0 B           0 B     391.00 KB           0 B           137  
                                       aten::lift_fresh         0.00%       5.130us         0.00%       5.130us       0.395us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            13  
                                          aten::detach_         0.00%       1.522us         0.00%       1.522us       0.380us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                         aten::_to_copy         0.01%      75.736us         0.10%     657.211us      23.472us       0.000us         0.00%      34.595us       1.236us           0 B           0 B     391.00 KB           0 B            28  
                                    aten::empty_strided         0.16%       1.033ms         0.17%       1.055ms       4.185us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     128.93 MB     128.93 MB           252  
                                        cudaMemcpyAsync         0.22%       1.401ms         0.22%       1.401ms       8.595us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           163  
                               cudaEventRecordWithFlags         0.00%      13.685us         0.00%      13.685us       1.711us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                         cudaEventQuery         0.00%       6.463us         0.00%       6.463us       2.154us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                            aten::slice         0.11%     709.935us         0.15%     951.358us       1.338us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           711  
                                       aten::as_strided         0.15%     917.579us         0.15%     917.579us       0.448us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2048  
                                          aten::flatten         0.01%      64.433us         0.01%      74.873us       0.384us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           195  
                                             aten::view         0.12%     720.788us         0.12%     720.788us       0.528us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1364  
                                           aten::detach         0.00%      10.359us         0.00%      10.359us       1.727us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6  
                                     aten::resolve_conj         0.00%       3.389us         0.00%       3.389us       0.377us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9  
                                      aten::resolve_neg         0.00%       1.363us         0.00%       1.363us       0.151us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9  
                                       cudaLaunchKernel         0.93%       5.847ms         0.97%       6.052ms       6.592us       0.000us         0.00%      15.521us       0.017us           0 B           0 B           0 B           0 B           918  
                                          aten::reshape         0.05%     317.640us         0.08%     474.410us       1.429us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           332  
                                               aten::lt         0.01%      34.887us         0.01%      34.887us      11.629us       0.000us         0.00%       0.000us       0.000us           3 B           3 B           0 B           0 B             3  
                                        aten::embedding         0.00%       8.316us         0.02%     135.440us      45.147us       0.000us         0.00%       5.344us       1.781us           0 B           0 B       4.01 MB           0 B             3  
                                          aten::resize_         0.00%      12.624us         0.00%      12.624us       4.208us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       4.01 MB       4.01 MB             3  
                                           aten::expand         0.06%     358.794us         0.07%     446.011us       1.538us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           290  
                                           aten::linear         0.09%     545.622us         1.72%      10.803ms      37.124us       0.000us         0.00%       7.851ms      26.979us           0 B           0 B     385.07 MB           0 B           291  
                                                aten::t         0.09%     554.086us         0.18%       1.147ms       3.943us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           291  
                                        aten::transpose         0.07%     409.446us         0.11%     679.674us       1.915us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           355  
                                           aten::matmul         0.07%     449.475us         1.45%       9.110ms      31.305us       0.000us         0.00%       7.851ms      26.979us           0 B           0 B     385.07 MB           0 B           291  
                                 cudaDeviceGetAttribute         0.03%     217.897us         0.03%     217.897us       0.401us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           544  
                                        cudaMemsetAsync         0.11%     683.953us         0.11%     683.953us       5.343us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           128  
                                         cuLaunchKernel         0.21%       1.284ms         0.21%       1.284ms       5.734us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           224  
                                 aten::split_with_sizes         0.04%     240.311us         0.05%     332.923us       3.468us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            96  
                          vllm::unified_kv_cache_update         0.27%       1.697ms         0.63%       3.969ms      41.346us       0.000us         0.00%     190.881us       1.988us           0 B           0 B           0 B           0 B            96  
                                           aten::unbind         0.08%     508.686us         0.18%       1.159ms       6.034us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           192  
                                           aten::select         0.07%     439.020us         0.10%     651.901us       1.693us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           385  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 626.386ms
Self CUDA time total: 230.329ms

