-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
phase7_attention_step=7;layer=model.layers.16.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.968us         0.01%      43.968us      43.968us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.5.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.968us         0.01%      43.968us      43.968us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.19.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.935us         0.00%      43.935us      43.935us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.6.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.904us         0.00%      43.904us      43.904us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.9.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.871us         0.00%      43.871us      43.871us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.3.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.840us         0.00%      43.840us      43.840us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.4.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.807us         0.00%      43.807us      43.807us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.14.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.776us         0.00%      43.776us      43.776us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.10.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.776us         0.00%      43.776us      43.776us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.29.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.679us         0.00%      43.679us      43.679us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.15.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.583us         0.00%      43.583us      43.583us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.2.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.519us         0.00%      43.519us      43.519us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.13.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.487us         0.00%      43.487us      43.487us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.8.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.359us         0.00%      43.359us      43.359us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.24.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.328us         0.00%      43.328us      43.328us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.26.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.200us         0.00%      43.200us      43.200us           0 B           0 B           0 B           0 B             1  
                                  Lazy Function Loading         0.03%     431.836us         0.03%     431.836us      43.184us      41.888us         0.00%      41.888us       4.189us           0 B           0 B           0 B           0 B            10  
phase7_attention_step=6;layer=model.layers.0.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      40.991us         0.00%      40.991us      40.991us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.31.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      40.352us         0.00%      40.352us      40.352us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.21.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      40.000us         0.00%      40.000us      40.000us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.28.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      40.000us         0.00%      40.000us      40.000us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.29.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.968us         0.00%      39.968us      39.968us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.7.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.903us         0.00%      39.903us      39.903us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.22.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.808us         0.00%      39.808us      39.808us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.27.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.679us         0.00%      39.679us      39.679us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.15.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.647us         0.00%      39.647us      39.647us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.1.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.615us         0.00%      39.615us      39.615us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.16.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.551us         0.00%      39.551us      39.551us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.11.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.520us         0.00%      39.520us      39.520us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.23.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.487us         0.00%      39.487us      39.487us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.5.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.360us         0.00%      39.360us      39.360us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.18.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.328us         0.00%      39.328us      39.328us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.24.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.328us         0.00%      39.328us      39.328us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.4.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.327us         0.00%      39.327us      39.327us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.14.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.327us         0.00%      39.327us      39.327us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.17.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.264us         0.00%      39.264us      39.264us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.262s
Self CUDA time total: 878.897ms

