-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
phase7_attention_step=7;layer=model.layers.1.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      44.160us         0.01%      44.160us      44.160us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.11.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      44.160us         0.01%      44.160us      44.160us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.25.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      44.127us         0.01%      44.127us      44.127us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.17.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      44.064us         0.01%      44.064us      44.064us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.23.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      44.064us         0.01%      44.064us      44.064us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.5.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      44.032us         0.01%      44.032us      44.032us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.3.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      44.000us         0.01%      44.000us      44.000us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.19.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.968us         0.00%      43.968us      43.968us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.9.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.904us         0.00%      43.904us      43.904us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.4.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.904us         0.00%      43.904us      43.904us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.29.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.871us         0.00%      43.871us      43.871us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.14.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.808us         0.00%      43.808us      43.808us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.12.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.808us         0.00%      43.808us      43.808us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.15.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.775us         0.00%      43.775us      43.775us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.10.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.712us         0.00%      43.712us      43.712us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.26.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.711us         0.00%      43.711us      43.711us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.2.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.680us         0.00%      43.680us      43.680us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.13.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.648us         0.00%      43.648us      43.648us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.8.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.552us         0.00%      43.552us      43.552us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.16.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.552us         0.00%      43.552us      43.552us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=7;layer=model.layers.24.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      43.360us         0.00%      43.360us      43.360us           0 B           0 B           0 B           0 B             1  
                                  Lazy Function Loading         0.03%     368.817us         0.03%     368.817us      36.882us      42.688us         0.00%      42.688us       4.269us           0 B           0 B           0 B           0 B            10  
phase7_attention_step=6;layer=model.layers.0.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      40.928us         0.00%      40.928us      40.928us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.31.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      40.096us         0.00%      40.096us      40.096us           0 B           0 B           0 B           0 B             1  
