-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                             aten::view         0.66%      25.074ms         0.66%      25.074ms       0.505us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         49633  
                                           aten::detach         0.01%     299.727us         0.01%     299.727us       0.785us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           382  
                                     aten::resolve_conj         0.00%      67.028us         0.00%      67.028us       0.141us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           477  
                                      aten::resolve_neg         0.00%      36.540us         0.00%      36.540us       0.077us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           477  
                                          aten::reshape         0.55%      21.001ms         0.81%      30.770ms       1.646us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         18688  
                                               aten::lt         0.01%     414.009us         0.01%     414.009us       4.313us       0.000us         0.00%       0.000us       0.000us          96 B          96 B           0 B           0 B            96  
                                        aten::embedding         0.00%     124.315us         0.05%       2.011ms      20.946us       0.000us         0.00%     148.612us       1.548us           0 B           0 B      32.74 MB           0 B            96  
                                          aten::resize_         0.01%     266.980us         0.01%     266.980us       2.781us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      32.74 MB      32.74 MB            96  
                                           aten::expand         0.30%      11.340ms         0.38%      14.419ms       1.564us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          9217  
                                           aten::linear         0.51%      19.299ms         8.22%     312.260ms      33.533us       0.000us         0.00%     227.330ms      24.413us           0 B           0 B       2.57 GB           0 B          9312  
                                                aten::t         0.48%      18.047ms         0.99%      37.520ms       4.029us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          9312  
                                        aten::transpose         0.47%      17.937ms         0.75%      28.511ms       1.852us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         15392  
                                           aten::matmul         0.38%      14.369ms         6.73%     255.441ms      27.431us       0.000us         0.00%     227.330ms      24.413us           0 B           0 B       2.57 GB           0 B          9312  
                                 cudaDeviceGetAttribute         0.15%       5.682ms         0.15%       5.682ms       0.370us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         15360  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 3.798s
Self CUDA time total: 2.320s

